3926
3 105 381 436
3 289 467 79
3 406 58 349
3 264 41 183
3 157 6 271
3 237 358 91
3 317 93 110
3 461 36 372
3 197 226 25
3 232 325 239
3 92 45 163
3 336 340 332
3 464 210 349
3 194 51 116
3 494 266 220
3 69 13 133
3 496 414 136
3 6 36 23
3 242 355 327
3 289 469 345
3 136 200 19
3 97 408 130
3 77 321 16
2 214 138
3 161 227 378
5 363 231 256 212 218
5 385 478 56 295 491
5 235 300 487 277 53
5 4 175 323 230 396
5 186 253 356 33 486
5 106 134 485 214 258
5 46 16 88 233 450
5 400 278 86 236 456
5 477 219 83 244 34
5 182 291 141 320 271
5 340 284 212 35 443
4 41 335 494 10
4 384 361 386 71
4 417 408 117 428
4 305 22 396 209
4 481 260 486 55
4 386 138 423 492
4 240 237 390 483
4 471 112 324 182
4 253 154 487 1
4 428 216 1 208
4 240 342 248 9
4 197 338 379 134
4 15 215 376 46
4 406 27 7 203
4 177 391 261 281
4 302 377 262 29
4 468 419 25 250
4 30 15 89 448
4 43 401 360 292
4 91 65 336 97
4 243 8 64 155
4 88 180 72 475
4 64 143 334 165
5 161 449 35 335 382
4 75 109 114 307
4 44 155 458 412
4 314 12 196 83
4 104 92 80 336
4 406 411 463 174
4 431 138 249 251
4 327 482 96 261
4 265 318 22 246
4 255 264 91 354
4 280 77 357 203
4 404 134 70 306
4 140 348 195 102
4 152 166 144 455
4 395 165 218 115
4 500 94 383 121
4 157 246 104 373
4 236 406 307 478
4 14 12 360 347
4 282 17 16 244
4 109 114 397 361
3 159 73 485
4 318 256 381 276
4 351 56 233 450
4 27 138 270 43
5 307 364 426 150 100
4 53 462 105 287
4 470 388 233 265
4 365 498 263 55
4 16 11 477 479
4 193 156 231 418
4 12 83 418 112
4 407 425 225 302
4 242 179 361 435
4 468 420 409 414
4 17 438 101 72
4 302 5 286 186
4 84 215 382 426
4 350 365 301 122
4 254 417 272 283
4 389 455 290 465
4 262 259 92 394
4 335 68 185 89
4 193 29 272 293
4 480 275 89 110
4 123 19 216 338
4 375 127 113 89
4 252 406 172 499
4 114 38 474 213
4 68 231 77 477
3 254 102 454
4 355 398 440 357
4 440 462 278 63
4 228 314 387 398
4 60 209 294 258
4 121 42 175 84
4 162 428 61 105
4 407 332 189 221
4 279 427 146 4
4 173 192 280 275
4 381 75 404 400
4 494 457 185 335
4 430 462 67 451
5 101 393 444 448 328
4 73 51 104 291
4 114 130 68 363
4 385 399 181 72
4 391 486 246 202
4 491 301 431 414
4 253 318 193 467
4 169 27 397 350
4 137 25 27 273
3 387 468 210
4 30 164 433 179
4 210 309 139 334
4 170 326 419 416
4 423 450 412 405
4 368 133 454 228
5 348 336 140 279 494
4 142 74 254 430
4 235 461 121 315
4 58 127 67 321
4 5 133 245 36
4 472 465 267 31
4 234 365 307 384
4 104 399 15 6
5 395 208 488 115 474
4 429 54 451 236
4 188 338 480 463
4 82 83 439 433
4 484 176 156 219
4 233 329 479 449
4 229 93 87 80
4 450 63 180 406
4 285 78 17 462
4 349 418 144 420
4 473 91 321 472
4 14 71 111 150
4 93 327 296 338
4 399 201 322 212
4 83 320 22 218
4 69 346 357 244
5 280 131 231 31 207
4 419 380 285 24
4 116 170 373 474
4 282 34 493 96
4 424 25 274 256
4 317 492 474 40
5 400 454 98 456 116
4 55 68 449 64
4 314 265 235 448
4 299 97 211 147
4 367 31 465 466
4 353 334 356 19
5 399 145 272 485 284
4 268 468 37 214
4 393 218 205 183
4 192 393 34 156
5 450 100 377 91 400
5 324 315 242 80 203
5 274 65 224 126 387
4 459 406 312 493
5 39 208 376 374 57
5 121 239 52 413 317
5 3 240 431 40 186
5 400 76 322 337 397
5 431 194 396 446 217
5 254 272 303 82 178
5 47 160 146 316 79
5 261 373 40 174 23
5 404 499 134 295 271
5 431 342 439 302 339
5 21 30 494 306 7
5 374 353 62 444 366
5 395 195 452 393 208
5 354 61 120 168 388
5 478 41 475 202 18
5 29 213 385 277 143
5 148 328 117 381 112
5 56 64 96 443 53
5 176 77 371 109 213
5 414 481 346 331 301
4 26 460 255 332
5 261 34 137 369 245
5 86 241 106 459 411
5 55 196 465 328 476
4 205 488 142 296
5 438 120 16 381 459
5 456 452 157 228 431
5 6 235 291 40 136
5 252 78 103 233 359
5 459 1 457 263 292
5 281 424 274 318 250
5 222 117 455 286 50
5 237 347 332 197 292
5 263 304 296 50 327
5 109 217 206 6 127
5 105 62 70 48 373
5 416 42 242 58 55
5 479 178 90 279 117
5 14 355 459 472 1
4 252 256 34 57
5 158 351 177 286 59
5 172 5 342 316 65
4 302 415 6 257
5 399 174 407 367 23
5 318 476 228 343 79
5 259 181 141 364 153
5 390 286 172 215 301
5 31 369 75 499 179
5 337 76 157 24 28
5 162 329 471 166 128
5 326 3 1 487 461
5 142 55 441 57 425
5 65 117 192 282 251
4 450 196 82 403
5 211 45 242 88 400
5 387 27 239 11 14
5 131 292 492 245 54
5 220 228 420 219 407
5 472 174 107 169 489
5 210 53 189 65 115
5 361 480 76 455 157
4 75 171 481 12
5 335 214 200 37 45
5 495 83 311 112 276
5 419 325 171 1 414
5 276 256 192 89 282
5 483 61 139 444 136
5 395 119 195 85 318
5 35 271 189 22 281
5 381 50 23 286 4
5 71 65 224 272 403
5 279 426 84 362 433
4 88 50 425 128
4 475 57 329 328
5 333 141 442 35 50
4 88 185 326 276
4 304 477 356 11
4 400 382 256 91
4 337 146 431 267
5 223 87 230 108 96
5 258 385 427 411 368
5 278 53 450 232 131
4 415 273 171 475
4 215 52 295 257
4 412 325 273 455
5 273 91 76 454 101
4 175 125 230 313
4 128 446 206 329
4 429 380 151 310
4 95 55 212 340
4 497 348 130 422
4 447 316 377 444
4 123 246 143 146
5 203 202 420 280 107
4 461 58 211 406
4 233 415 488 396
4 51 267 103 341
4 20 442 483 438
4 20 469 72 473
4 280 297 83 22
4 197 186 437 421
4 281 430 237 115
4 361 316 421 200
4 384 83 18 213
5 191 296 217 7 56
4 476 152 108 116
5 39 281 18 402 480
4 118 84 219 309
5 141 7 83 290 65
4 250 460 396 458
4 58 95 242 239
4 246 245 261 203
4 166 22 132 104
4 305 225 185 2
4 76 292 74 126
5 494 440 275 48 229
5 460 95 288 217 449
4 462 288 227 182
5 35 94 101 219 379
5 86 306 124 155 138
5 431 72 491 70 422
5 410 117 75 495 222
5 483 382 259 393 215
5 406 289 155 44 284
5 489 266 290 203 253
5 49 283 107 74 496
4 92 344 142 32
4 10 499 241 75
4 368 145 235 411
4 440 98 208 170
4 302 449 286 392
4 230 90 260 236
4 114 337 340 239
4 329 268 437 38
4 120 101 355 119
4 307 100 458 418
4 52 475 400 81
4 63 362 47 492
4 88 202 364 122
5 77 86 109 221 4
4 271 77 107 223
5 50 286 224 5 330
5 243 341 193 290 1
4 327 493 44 170
4 214 343 385 171
4 101 354 24 168
4 162 389 69 198
4 144 494 314 48
4 168 182 99 227
4 49 128 114 447
4 181 368 300 278
4 125 391 397 277
4 465 290 247 103
4 340 106 261 427
4 223 138 474 143
5 49 66 179 346 371
4 403 305 239 23
5 233 193 61 309 157
4 164 122 59 390
4 475 296 194 286
4 80 445 144 261
5 295 257 380 396 184
4 417 24 111 67
4 269 190 350 305
5 293 264 123 378 290
4 404 70 377 203
4 274 443 70 100
4 19 212 126 214
3 292 465 441
4 444 439 343 416
4 415 195 235 150
4 378 35 348 233
4 447 11 390 397
4 31 11 207 108
4 207 471 171 128
4 63 397 301 113
4 478 268 152 104
4 390 191 399 425
5 290 100 416 275 17
4 329 79 116 249
4 313 234 342 326
4 248 401 440 310
4 298 283 415 164
4 411 292 472 62
4 480 116 26 84
4 293 374 144 159
4 492 200 230 437
5 117 478 411 344 455
4 485 103 26 114
4 392 26 252 108
4 408 314 330 197
4 440 434 309 406
4 85 445 473 327
4 161 75 395 477
4 53 268 118 140
4 363 347 117 146
5 412 299 398 63 115
4 41 421 194 473
4 244 297 232 166
4 391 435 397 175
5 101 396 408 50 324
4 244 263 94 281
4 83 173 154 34
4 289 95 185 331
5 90 117 407 332 428
4 302 389 123 395
4 25 402 27 368
4 288 123 458 87
4 12 383 240 38
4 1 393 326 120
4 94 379 399 162
4 50 35 120 453
4 248 371 206 330
4 393 220 373 152
4 149 281 267 477
4 303 111 263 309
4 395 245 27 156
3 470 123 42
3 327 207 180
3 429 369 388
3 417 350 166
3 293 477 461
3 84 41 19
4 470 377 417 308
3 336 383 273
3 347 398 325
3 57 202 500
4 26 84 137 28
4 440 386 425 224
3 208 106 389
4 191 390 231 491
3 214 259 145
3 96 51 129
3 207 425 68
3 121 97 217
5 265 227 372 102 449
2 480 139
2 253 194
3 377 369 289
3 20 137 434
3 219 470 109
3 237 141 28
3 236 372 320
3 397 345 248
3 173 99 79
3 92 184 281
3 136 116 94
4 160 204 5 405
3 461 137 387
3 320 400 311
3 409 136 434
3 368 262 165
4 332 159 193 82
4 366 472 52 186
4 248 215 461 410
4 408 199 169 270
5 470 193 295 175 373
4 148 127 8 458
5 365 343 443 489 304
4 363 218 145 92
4 383 389 53 393
5 10 245 266 14 318
4 429 33 395 27
4 323 188 220 383
4 294 99 193 366
4 463 325 57 115
4 227 81 414 368
4 189 153 420 377
4 312 468 111 452
4 405 41 194 202
4 60 88 156 150
4 325 474 192 148
3 243 144 210
4 295 490 187 254
4 390 381 70 44
5 143 331 441 91 465
3 457 99 371
3 243 242 1
4 112 437 159 473
4 200 316 365 314
4 202 54 23 466
5 243 122 293 421 452
5 240 257 345 75 443
4 267 204 118 1
4 90 498 106 188
4 109 136 438 500
4 132 140 152 295
4 34 209 212 19
4 183 282 10 94
5 478 93 469 259 63
4 7 349 445 99
4 165 329 133 325
4 338 123 153 286
4 331 90 403 50
4 8 212 266 88
4 78 469 53 328
4 106 477 72 184
5 90 471 2 460 224
4 56 79 468 498
4 242 229 81 140
4 155 354 496 486
4 74 145 422 130
4 98 118 227 134
4 471 392 269 355
4 270 70 362 431
4 498 436 59 475
4 304 355 224 81
4 127 182 53 470
4 374 109 113 486
4 248 450 452 154
4 328 234 451 207
4 194 250 124 397
4 20 243 406 24
4 337 154 166 414
4 27 176 297 350
4 481 364 100 248
4 387 305 337 195
4 481 255 293 168
4 332 72 4 221
4 205 409 402 362
4 323 258 220 438
4 39 178 293 62
5 33 471 301 238 40
4 328 64 164 94
4 190 92 343 98
4 256 60 400 147
4 370 23 122 201
4 308 37 339 451
4 237 235 187 124
4 428 180 20 308
4 301 258 470 376
4 247 49 289 496
4 496 271 64 63
4 196 35 433 58
4 443 255 95 351
5 237 326 468 26 219
4 425 344 316 228
4 312 397 398 342
4 182 32 351 217
4 135 262 468 235
4 291 44 412 340
5 479 169 335 416 246
5 251 494 203 132 165
4 265 66 179 162
4 131 198 315 353
4 108 116 92 123
4 458 331 312 451
4 152 164 13 247
4 350 446 463 73
5 135 21 398 103 122
4 144 392 20 204
4 391 375 119 312
4 134 348 440 29
4 223 318 474 185
4 10 95 354 387
4 466 270 369 77
4 408 180 186 391
4 254 172 340 363
4 262 267 261 408
4 109 318 255 107
4 12 366 495 378
4 54 99 81 135
4 229 476 165 147
4 492 231 42 18
4 385 370 196 124
4 316 231 50 18
4 122 236 247 238
4 428 384 131 34
4 302 317 265 342
4 344 337 425 459
4 437 173 159 409
4 392 296 496 436
4 394 261 18 23
4 127 333 364 60
4 53 111 287 197
4 40 76 143 343
4 236 247 248 219
4 401 77 20 279
4 191 474 118 324
4 313 198 350 303
4 20 244 167 181
4 86 21 125 54
4 497 226 27 438
4 351 81 457 486
4 249 353 135 211
4 261 435 192 374
4 385 207 411 435
4 399 310 360 145
4 306 300 478 271
4 388 274 275 195
4 182 11 138 131
4 136 79 292 162
5 317 57 207 332 467
4 23 90 77 493
5 238 12 4 459 97
4 403 71 175 342
5 409 402 485 160 159
4 449 307 256 384
4 280 187 241 211
4 435 195 383 426
4 88 284 76 140
4 22 224 460 487
4 497 224 12 316
4 344 403 37 241
5 499 483 469 60 93
4 40 3 64 280
5 56 60 80 210 450
4 368 177 82 319
4 418 72 180 56
5 436 257 15 120 200
4 248 388 139 239
5 312 186 451 464 102
4 467 236 374 226
4 409 430 290 47
4 447 143 404 284
4 93 13 120 446
5 196 13 73 180 405
4 389 260 133 62
4 27 441 201 187
4 328 111 34 407
4 103 276 470 87
3 44 65 368
4 84 199 172 356
4 477 459 73 55
5 431 126 461 187 352
5 321 210 424 80 236
4 303 215 299 19
5 202 471 332 34 467
4 406 252 277 54
4 233 321 287 222
4 156 460 416 248
4 290 287 253 266
4 211 341 192 174
5 203 426 371 206 221
5 56 310 228 420 456
5 99 28 39 439 170
5 306 70 301 265 89
5 204 352 295 413 371
5 196 427 73 12 354
5 157 93 280 383 413
5 139 393 255 343 462
5 487 199 26 204 359
5 154 20 328 224 55
5 209 9 453 242 263
5 351 434 253 348 409
5 259 302 389 262 271
5 283 138 465 276 353
5 28 202 221 459 472
5 108 126 99 29 175
5 258 349 75 422 418
5 158 232 17 381 248
5 427 341 58 490 404
5 293 185 235 255 326
5 6 318 315 10 336
5 182 152 72 103 473
5 71 119 163 130 9
5 172 26 300 193 302
5 66 230 96 204 106
5 313 76 88 256 94
5 329 88 269 150 185
5 340 138 285 330 19
5 411 447 250 473 324
5 351 441 253 255 312
5 302 282 363 200 183
5 470 370 179 469 244
5 292 436 330 354 365
5 310 320 496 130 253
5 29 26 28 372 175
5 109 35 422 255 427
5 371 269 40 321 435
5 470 252 378 79 327
5 106 87 230 83 115
5 462 479 480 466 416
5 336 167 75 487 263
5 43 37 374 241 415
5 474 345 128 143 63
5 102 15 30 399 280
5 114 110 347 19 266
5 443 53 131 251 319
5 263 397 453 242 209
5 97 308 243 431 110
5 495 218 116 250 395
5 313 471 91 367 267
5 445 85 319 67 460
5 406 391 55 367 308
5 210 402 268 386 379
5 202 37 338 107 138
5 493 277 457 54 433
5 201 340 114 482 304
5 161 310 83 173 120
5 187 127 27 311 297
5 398 36 178 313 378
5 179 391 116 170 386
5 61 220 430 188 421
5 457 67 239 229 250
5 483 379 441 491 470
5 392 302 353 7 108
5 236 164 361 97 186
5 31 93 165 253 495
5 156 53 141 300 367
5 309 447 283 163 134
5 11 59 286 342 409
5 284 308 306 311 18
5 71 447 250 97 169
5 299 241 162 58 61
5 114 477 3 97 213
5 302 229 342 78 475
5 373 98 48 296 336
5 209 76 94 396 176
5 379 489 399 137 274
5 197 379 250 140 242
5 493 360 56 22 362
5 296 77 487 279 221
5 165 331 13 18 384
5 314 305 462 29 365
5 424 371 109 44 432
5 213 77 201 29 126
5 478 91 92 441 335
5 423 271 14 376 44
5 464 343 24 125 123
5 276 493 192 483 184
5 342 212 429 131 354
5 233 54 278 160 397
5 149 367 366 189 313
5 224 138 290 384 328
5 250 127 192 417 375
5 26 15 257 190 312
5 213 41 299 217 117
5 143 259 421 456 4
5 480 14 374 376 430
5 482 370 213 398 358
5 125 95 388 24 188
5 265 116 449 328 24
5 470 305 255 315 417
5 55 252 108 381 459
5 479 145 246 416 368
5 93 473 251 469 218
5 116 192 460 211 146
5 301 359 278 178 130
5 176 181 115 32 231
5 292 499 14 360 220
5 119 289 151 95 449
5 134 345 44 129 1
5 300 341 467 187 126
5 68 439 339 105 129
5 83 171 419 321 129
5 294 342 326 52 408
5 93 360 311 219 492
5 400 396 466 205 83
5 473 250 418 208 94
5 91 173 38 93 322
5 377 489 147 5 472
5 207 180 73 321 320
5 7 404 268 174 341
5 161 159 409 219 38
5 475 256 401 408 199
5 188 183 219 480 8
5 469 499 287 42 173
5 486 35 55 299 324
5 159 476 5 383 366
5 2 217 455 73 446
5 440 247 47 195 19
5 209 38 322 376 336
5 287 230 159 160 49
5 376 74 203 221 427
5 348 330 216 266 259
5 440 425 39 63 388
5 264 270 431 132 452
5 75 423 398 370 147
5 458 415 245 455 305
5 299 396 298 337 209
5 464 141 125 279 378
5 229 126 87 423 492
5 360 135 380 471 183
5 214 146 452 19 170
5 163 44 274 406 456
5 318 356 132 267 334
5 13 314 81 365 440
5 112 115 48 40 263
5 323 111 141 428 184
5 192 456 417 33 40
5 239 60 386 281 491
5 210 330 236 361 63
5 274 187 190 287 406
5 221 14 111 93 78
5 148 208 121 482 394
5 22 347 464 141 265
5 273 358 474 233 113
5 48 494 349 150 249
5 190 15 64 343 436
5 274 268 140 65 379
5 474 172 34 145 388
5 47 139 341 291 316
5 232 92 180 160 71
5 300 112 274 245 41
5 335 446 209 214 49
5 292 349 326 493 314
5 454 69 132 468 5
5 175 193 71 230 438
5 173 38 409 445 304
5 325 470 233 100 252
5 366 397 203 61 241
5 195 475 467 19 232
5 396 210 209 218 180
5 106 446 217 485 214
5 174 280 292 211 30
5 69 132 47 391 358
5 62 109 189 464 170
5 16 50 160 202 459
5 118 491 385 6 427
5 163 238 315 71 48
5 195 273 58 356 304
5 16 381 75 43 438
5 223 122 272 16 190
5 154 206 429 304 343
5 194 275 103 39 237
5 240 491 90 431 415
5 287 225 197 234 249
5 458 424 473 239 72
5 92 286 27 330 33
5 445 81 235 145 325
5 406 459 41 40 247
5 317 468 5 130 147
5 448 55 180 88 104
5 360 427 262 95 443
5 165 300 344 451 495
5 384 131 136 450 411
5 442 320 204 142 481
5 404 363 218 209 376
5 482 150 249 419 166
5 146 474 407 385 233
5 154 368 113 97 95
5 176 170 204 31 98
5 324 445 396 302 386
5 326 450 349 227 102
5 54 466 152 434 294
5 244 206 146 430 148
5 300 350 142 359 10
5 106 230 360 413 191
5 381 375 127 109 478
5 199 471 144 433 61
5 497 449 443 447 414
5 360 270 352 376 218
5 152 24 252 373 452
5 272 407 256 399 190
5 89 78 29 437 124
5 141 446 56 496 375
5 3 159 195 115 240
5 83 85 186 402 150
5 266 359 347 228 364
5 491 15 303 105 263
5 342 425 391 399 106
5 130 11 392 359 118
5 327 420 98 119 331
5 54 391 427 387 362
5 420 380 310 283 288
5 122 347 229 391 157
5 428 30 425 260 293
5 264 246 346 372 144
5 60 195 472 264 232
5 329 155 500 356 10
5 237 291 135 281 56
5 150 323 248 195 238
5 70 130 236 422 165
5 147 46 149 466 356
5 164 469 382 432 238
5 402 231 218 151 434
5 481 47 135 416 44
5 329 421 155 306 254
5 165 391 470 189 246
5 336 352 227 489 84
5 146 330 138 216 337
5 175 43 35 342 5
5 206 246 482 26 440
5 76 463 115 178 420
5 316 411 168 361 227
5 203 119 338 80 96
5 61 378 178 185 275
5 351 219 80 204 315
5 304 451 436 317 116
5 393 263 452 385 155
5 420 472 433 498 231
5 426 370 257 40 441
5 222 289 415 12 440
5 455 220 125 160 371
5 186 209 162 427 299
5 200 487 397 311 335
5 458 147 134 184 323
5 379 477 206 101 76
5 409 239 300 181 86
5 241 348 415 253 177
5 156 120 487 448 297
5 115 181 251 299 41
5 310 64 68 166 399
5 233 298 488 36 110
5 273 269 145 111 325
5 155 111 470 234 193
5 165 201 283 335 220
5 80 426 8 207 173
5 241 292 212 436 121
5 137 305 313 271 352
5 493 116 79 117 391
5 470 37 53 238 28
5 297 17 166 303 23
5 225 297 28 40 76
5 15 167 55 361 93
5 303 40 263 92 485
5 247 218 175 374 212
5 448 33 6 457 215
5 138 231 465 377 250
5 116 49 179 84 218
5 113 358 251 132 282
5 476 310 281 5 274
5 393 330 373 277 416
5 287 387 212 498 297
5 367 184 191 417 128
5 61 498 272 387 10
5 47 179 481 302 319
5 118 357 254 2 156
5 200 261 75 134 41
4 32 238 247 498
5 150 349 245 23 500
5 389 433 345 208 393
5 440 205 48 406 363
5 476 297 482 22 308
5 98 231 225 323 390
5 92 389 116 454 267
5 469 129 337 106 459
5 59 177 255 107 445
5 405 454 5 471 297
5 130 422 56 36 372
5 494 462 446 11 163
5 312 452 447 464 86
5 55 224 67 14 56
5 113 223 369 38 440
5 107 318 386 171 363
5 16 137 24 313 192
5 343 309 304 52 219
5 97 12 38 34 245
5 377 380 11 185 47
5 284 100 470 398 369
5 446 474 68 189 136
5 38 6 257 308 94
5 306 488 232 248 381
5 132 108 230 324 422
5 24 472 390 166 256
5 325 418 63 68 249
5 500 364 136 396 300
5 335 476 83 24 165
5 492 360 445 128 235
5 494 237 232 460 471
5 451 362 97 472 384
5 483 99 290 402 192
5 113 232 101 270 11
5 421 144 495 259 230
5 494 82 125 202 268
5 446 389 152 24 34
5 400 460 342 281 266
5 75 241 284 426 171
5 178 394 287 121 313
5 150 176 54 422 289
5 485 233 246 226 289
5 78 104 69 465 122
5 84 48 485 267 362
5 151 411 172 425 7
5 355 357 242 415 12
5 153 131 152 309 130
5 345 381 203 26 134
5 209 136 383 122 223
5 149 351 196 210 217
5 464 319 131 280 202
5 279 236 424 169 174
5 409 434 484 485 57
5 151 230 262 435 179
5 193 179 88 473 94
5 197 242 229 267 140
5 346 146 451 199 169
5 406 459 318 207 457
5 175 273 5 304 247
5 149 308 313 437 367
5 33 461 92 439 401
5 18 448 235 495 158
5 79 188 420 125 428
5 194 278 424 37 158
5 252 229 369 67 175
5 137 12 108 459 378
5 364 246 273 339 201
5 412 277 467 331 161
5 327 274 383 69 158
5 470 155 41 193 452
5 439 33 13 485 370
5 189 301 264 135 102
5 424 437 98 274 239
5 409 362 111 492 300
5 408 143 104 413 268
5 5 383 7 475 280
5 255 271 123 77 369
5 384 331 353 117 412
5 131 153 3 25 232
5 229 492 349 246 494
5 95 219 496 460 272
5 366 375 334 148 56
5 314 294 134 124 243
5 387 328 145 71 332
5 181 1 36 393 419
5 138 364 246 492 123
5 222 118 10 156 472
5 149 188 418 416 296
4 173 166 187 161
5 427 384 461 155 137
5 114 202 447 391 415
5 273 454 267 368 469
5 308 241 109 311 146
5 314 32 98 195 144
5 19 136 66 68 384
5 64 124 170 220 291
5 370 402 214 44 344
5 155 337 432 106 477
5 413 336 164 92 317
5 369 110 102 67 245
5 489 336 348 223 209
5 202 13 174 272 332
5 403 500 207 364 451
5 313 132 87 201 454
5 264 319 344 384 431
5 276 204 421 381 390
5 249 8 181 401 381
5 375 238 320 85 203
5 345 244 486 474 194
5 196 341 30 15 154
5 317 136 483 223 242
5 199 460 446 19 213
5 71 100 130 233 103
5 135 312 221 365 371
5 484 158 49 311 80
5 95 490 159 188 256
5 237 426 239 281 154
5 497 219 271 132 176
5 22 317 53 121 86
5 151 182 168 107 489
5 498 186 145 255 67
5 284 330 351 50 132
5 166 262 254 212 359
5 352 228 477 195 79
5 423 5 113 354 491
5 225 300 175 497 58
5 440 335 262 259 37
5 131 430 67 149 153
5 162 283 122 49 209
5 142 157 431 139 217
5 422 217 423 14 106
5 224 14 400 177 321
5 126 334 128 366 432
5 411 188 228 462 454
5 113 378 55 223 440
5 101 67 487 50 435
4 115 421 16 165
5 378 163 334 326 446
5 72 152 387 433 230
5 472 174 165 46 436
5 388 432 182 261 93
5 100 212 291 368 172
5 444 245 20 145 270
5 14 377 400 106 197
5 234 383 100 33 338
5 85 398 100 484 295
5 324 108 411 273 428
5 145 363 473 109 282
5 207 114 206 264 75
5 240 80 51 104 257
5 318 397 287 12 115
5 424 55 430 378 157
5 199 472 307 451 149
5 434 316 405 47 374
5 334 74 86 494 6
5 75 179 162 198 307
5 327 300 342 362 442
5 367 361 267 192 116
5 452 196 47 245 405
5 406 305 428 403 499
5 440 294 494 310 457
5 207 370 486 434 20
5 37 283 248 357 220
5 2 498 23 40 144
5 190 64 164 211 405
5 184 451 28 355 325
5 254 378 146 101 36
5 500 207 19 401 455
5 95 326 131 229 315
5 157 333 250 151 262
5 244 412 489 131 297
5 282 431 133 191 231
5 268 237 412 340 480
5 176 473 426 175 1
5 235 475 128 345 88
5 345 7 179 189 46
5 349 123 24 496 246
5 247 55 379 416 298
5 370 357 135 42 284
5 491 296 358 140 113
5 384 356 43 58 374
5 418 417 18 357 396
5 296 14 30 155 428
5 12 415 126 318 440
5 289 33 154 123 304
5 363 297 400 373 348
5 468 170 326 352 416
5 498 89 271 194 499
5 324 141 218 118 352
5 170 464 213 403 299
5 2 104 479 70 122
5 448 160 235 136 405
5 92 346 249 394 410
5 49 13 30 196 283
5 238 476 280 203 481
5 376 450 218 210 225
5 5 252 251 263 444
5 396 192 114 222 103
5 21 230 499 482 45
5 163 403 47 117 297
5 486 380 493 185 410
5 452 486 323 243 474
5 363 456 226 33 171
5 44 115 32 56 493
5 17 263 443 484 304
5 302 327 218 225 414
5 341 334 299 298 333
5 302 383 389 459 413
5 300 309 131 396 210
5 484 354 486 425 202
5 121 177 277 229 59
5 436 144 483 293 459
5 10 320 60 480 336
5 136 212 436 83 106
5 354 148 298 477 75
5 222 472 67 63 321
5 207 71 384 178 289
5 188 344 286 215 106
5 232 307 95 222 267
5 330 43 466 138 308
5 149 405 338 367 449
5 500 317 150 87 99
5 352 500 72 11 223
5 8 149 196 193 249
5 56 191 4 267 131
5 96 497 120 177 87
5 471 21 351 457 2
5 333 490 484 146 305
5 490 295 166 161 482
5 489 443 318 73 455
5 30 223 416 70 176
5 59 424 3 44 1
5 229 401 207 74 75
5 16 47 490 64 33
5 275 304 65 117 182
5 280 209 479 47 376
5 100 426 423 75 465
5 320 434 157 372 246
5 200 425 317 6 116
5 114 326 374 491 463
5 455 105 452 453 360
5 213 204 487 392 486
5 342 216 426 257 175
5 189 498 301 395 331
5 364 334 489 253 302
5 176 448 336 285 248
5 188 430 184 229 475
5 187 348 300 53 359
6 408 43 363 438 185 291
6 389 281 398 313 132 165
6 377 82 180 90 224 74
6 34 172 328 352 393 343
6 435 191 100 484 490 194
6 492 200 491 208 462 389
6 253 290 441 100 318 430
6 371 224 111 325 179 333
6 182 498 459 361 315 227
6 383 259 263 121 94 93
6 435 383 192 412 237 474
6 395 115 75 361 38 76
6 91 248 495 254 12 224
6 82 31 93 59 74 450
6 328 384 334 64 71 86
6 68 168 61 375 148 78
6 73 399 171 391 89 366
6 341 368 361 273 103 455
6 225 284 58 55 489 107
6 425 440 13 81 423 223
6 453 194 454 102 296 39
6 355 224 139 443 62 217
6 371 192 99 483 157 176
6 9 486 351 210 253 36
6 54 145 92 397 462 494
6 241 340 303 230 417 213
6 231 412 89 198 120 401
6 51 127 64 25 457 95
6 384 259 449 84 423 149
6 477 97 114 349 12 418
6 62 134 154 499 482 172
6 92 489 34 184 413 343
6 492 392 166 257 65 295
6 248 66 373 193 63 85
6 115 166 339 260 65 351
6 154 84 410 499 421 165
6 306 300 141 166 206 26
6 262 92 86 317 121 237
6 180 465 439 104 258 106
6 255 441 393 261 394 344
5 148 460 182 98 458
6 313 97 389 290 362 342
6 321 436 18 37 202 322
6 277 280 491 235 476 425
6 281 290 78 266 148 17
6 424 45 468 316 182 49
6 194 191 15 309 296 30
6 270 74 279 82 169 122
6 153 212 244 490 34 28
6 406 308 159 193 155 44
6 213 133 310 284 341 467
6 11 43 447 384 163 84
6 60 135 469 333 21 245
6 337 273 446 431 155 415
6 133 257 176 161 70 305
6 490 147 270 264 121 212
6 44 172 186 421 85 304
6 186 106 360 180 337 401
6 317 275 115 65 289 463
6 472 175 49 475 152 355
6 15 370 416 64 49 247
6 41 229 62 267 391 73
6 437 195 474 107 129 115
6 466 256 351 237 297 177
6 43 224 95 346 60 111
6 388 176 93 84 374 421
6 179 303 499 268 456 410
5 221 455 33 109 268
6 118 324 171 73 196 1
6 247 428 296 67 436 440
6 62 233 133 278 72 48
6 68 497 168 389 154 325
6 352 477 40 303 111 15
6 331 344 303 395 233 215
6 388 133 384 103 408 396
6 47 79 160 405 158 316
6 103 8 200 485 183 280
6 421 199 297 200 4 163
6 1 176 84 96 384 94
6 231 427 184 417 361 255
6 187 13 162 299 49 359
6 478 232 92 425 137 378
6 287 14 173 198 224 356
6 365 194 250 354 396 235
6 358 54 414 368 134 406
6 149 263 275 259 368 385
6 73 350 64 318 443 266
6 271 378 76 35 397 278
6 489 281 224 95 17 10
6 10 95 162 427 221 31
6 239 429 171 457 327 493
6 36 92 137 473 500 190
